transaction_id,customer_id,transaction_date,product_id,quantity,unit_price,unit_cost,category,total_amount,total_cost,margin
TRX_04836,CUST_0145,2023-02-28 21:06:25.352892,PROD_042,7,196.6,93.88,A,1376.2,657.16,719.0400000000001
TRX_04240,CUST_0889,2023-02-28 21:06:25.352892,PROD_011,8,1261.29,981.75,C,10090.32,7854.0,2236.3199999999997
TRX_08703,CUST_0553,2023-03-01 21:06:25.352892,PROD_009,8,4047.44,2246.43,C,32379.52,17971.44,14408.080000000002
TRX_01053,CUST_0748,2023-03-01 21:06:25.352892,PROD_007,2,2892.56,2205.63,C,5785.12,4411.26,1373.8599999999997
TRX_07737,CUST_0535,2023-03-01 21:06:25.352892,PROD_025,9,1256.24,630.8,B,11306.16,5677.2,5628.96
TRX_03187,CUST_0767,2023-03-01 21:06:25.352892,PROD_008,9,3863.62,1945.45,C,34772.58,17509.05,17263.530000000002
TRX_00477,CUST_0476,2023-03-01 21:06:25.352892,PROD_036,2,514.56,410.47,B,1029.12,820.94,208.17999999999984
TRX_03321,CUST_0227,2023-03-01 21:06:25.352892,PROD_015,6,2334.71,1409.27,A,14008.26,8455.619999999999,5552.640000000001
TRX_07364,CUST_0556,2023-03-01 21:06:25.352892,PROD_043,8,258.17,140.31,A,2065.36,1122.48,942.8800000000001
TRX_05384,CUST_0044,2023-03-01 21:06:25.352892,PROD_001,1,4919.6,3065.48,B,4919.6,3065.48,1854.1200000000003
TRX_07241,CUST_0987,2023-03-01 21:06:25.352892,PROD_019,9,2818.63,2168.59,A,25367.670000000002,19517.31,5850.360000000001
TRX_05262,CUST_0969,2023-03-01 21:06:25.352892,PROD_006,8,2005.7,1109.97,B,16045.6,8879.76,7165.84
TRX_09327,CUST_0513,2023-03-01 21:06:25.352892,PROD_001,6,4919.6,3065.48,B,29517.600000000002,18392.88,11124.720000000001
TRX_01495,CUST_0796,2023-03-01 21:06:25.352892,PROD_000,7,3477.55,2692.13,C,24342.850000000002,18844.91,5497.940000000002
TRX_00589,CUST_0406,2023-03-02 21:06:25.352892,PROD_011,6,1261.29,981.75,C,7567.74,5890.5,1677.2399999999998
TRX_07674,CUST_0416,2023-03-02 21:06:25.352892,PROD_002,1,2092.37,1191.71,B,2092.37,1191.71,900.6599999999999
TRX_02944,CUST_0236,2023-03-02 21:06:25.352892,PROD_036,5,514.56,410.47,B,2572.7999999999997,2052.3500000000004,520.4499999999994
TRX_06382,CUST_0060,2023-03-02 21:06:25.352892,PROD_036,2,514.56,410.47,B,1029.12,820.94,208.17999999999984
TRX_09394,CUST_0866,2023-03-02 21:06:25.352892,PROD_030,4,1761.03,988.12,A,7044.12,3952.48,3091.64
TRX_03005,CUST_0283,2023-03-02 21:06:25.352892,PROD_021,1,773.23,433.97,B,773.23,433.97,339.26
TRX_09301,CUST_0245,2023-03-02 21:06:25.352892,PROD_003,9,3651.36,2409.85,C,32862.24,21688.649999999998,11173.59
TRX_00392,CUST_0845,2023-03-02 21:06:25.352892,PROD_015,8,2334.71,1409.27,A,18677.68,11274.16,7403.52
TRX_00055,CUST_0449,2023-03-02 21:06:25.352892,PROD_000,6,3477.55,2692.13,C,20865.300000000003,16152.78,4712.520000000002
TRX_00950,CUST_0556,2023-03-02 21:06:25.352892,PROD_002,2,2092.37,1191.71,B,4184.74,2383.42,1801.3199999999997
TRX_08980,CUST_0439,2023-03-02 21:06:25.352892,PROD_005,3,3619.52,2769.28,C,10858.56,8307.84,2550.7199999999993
TRX_03652,CUST_0666,2023-03-02 21:06:25.352892,PROD_004,9,2138.79,1151.56,A,19249.11,10364.039999999999,8885.070000000002
TRX_03983,CUST_0181,2023-03-02 21:06:25.352892,PROD_003,8,3651.36,2409.85,C,29210.88,19278.8,9932.080000000002
TRX_02735,CUST_0084,2023-03-02 21:06:25.352892,PROD_003,4,3651.36,2409.85,C,14605.44,9639.4,4966.040000000001
TRX_00562,CUST_0817,2023-03-03 21:06:25.352892,PROD_013,9,1832.29,982.91,C,16490.61,8846.19,7644.42
TRX_07851,CUST_0766,2023-03-03 21:06:25.352892,PROD_006,9,2005.7,1109.97,B,18051.3,9989.73,8061.57
TRX_02285,CUST_0938,2023-03-03 21:06:25.352892,PROD_013,2,1832.29,982.91,C,3664.58,1965.82,1698.76
TRX_07141,CUST_0397,2023-03-03 21:06:25.352892,PROD_007,1,2892.56,2205.63,C,2892.56,2205.63,686.9299999999998
TRX_08535,CUST_0169,2023-03-03 21:06:25.352892,PROD_013,6,1832.29,982.91,C,10993.74,5897.46,5096.28
TRX_09840,CUST_0035,2023-03-03 21:06:25.352892,PROD_016,6,1150.83,720.2,C,6904.98,4321.200000000001,2583.779999999999
TRX_07006,CUST_0023,2023-03-03 21:06:25.352892,PROD_013,6,1832.29,982.91,C,10993.74,5897.46,5096.28
TRX_04167,CUST_0735,2023-03-03 21:06:25.352892,PROD_013,1,1832.29,982.91,C,1832.29,982.91,849.38
TRX_05558,CUST_0022,2023-03-03 21:06:25.352892,PROD_008,1,3863.62,1945.45,C,3863.62,1945.45,1918.1699999999998
TRX_04958,CUST_0601,2023-03-03 21:06:25.352892,PROD_007,1,2892.56,2205.63,C,2892.56,2205.63,686.9299999999998
TRX_07091,CUST_0339,2023-03-04 21:06:25.352892,PROD_039,2,482.65,272.99,A,965.3,545.98,419.31999999999994
TRX_04933,CUST_0402,2023-03-04 21:06:25.352892,PROD_011,1,1261.29,981.75,C,1261.29,981.75,279.53999999999996
TRX_03693,CUST_0956,2023-03-04 21:06:25.352892,PROD_000,2,3477.55,2692.13,C,6955.1,5384.26,1570.8400000000001
TRX_06780,CUST_0535,2023-03-04 21:06:25.352892,PROD_008,7,3863.62,1945.45,C,27045.34,13618.15,13427.19
TRX_09146,CUST_0900,2023-03-04 21:06:25.352892,PROD_005,6,3619.52,2769.28,C,21717.12,16615.68,5101.439999999999
TRX_02853,CUST_0207,2023-03-04 21:06:25.352892,PROD_005,2,3619.52,2769.28,C,7239.04,5538.56,1700.4799999999996
TRX_05446,CUST_0857,2023-03-04 21:06:25.352892,PROD_010,4,2371.76,1797.48,A,9487.04,7189.92,2297.120000000001
TRX_00151,CUST_0537,2023-03-04 21:06:25.352892,PROD_046,2,795.76,507.2,C,1591.52,1014.4,577.12
TRX_09310,CUST_0507,2023-03-04 21:06:25.352892,PROD_026,2,1097.93,496.32,A,2195.86,992.64,1203.2200000000003
TRX_02598,CUST_0940,2023-03-04 21:06:25.352892,PROD_008,7,3863.62,1945.45,C,27045.34,13618.15,13427.19
TRX_05328,CUST_0951,2023-03-04 21:06:25.352892,PROD_009,1,4047.44,2246.43,C,4047.44,2246.43,1801.0100000000002
TRX_05542,CUST_0339,2023-03-04 21:06:25.352892,PROD_026,4,1097.93,496.32,A,4391.72,1985.28,2406.4400000000005
TRX_05390,CUST_0662,2023-03-04 21:06:25.352892,PROD_044,9,863.71,478.65,B,7773.39,4307.849999999999,3465.540000000001
TRX_07696,CUST_0089,2023-03-05 21:06:25.352892,PROD_013,9,1832.29,982.91,C,16490.61,8846.19,7644.42
TRX_00749,CUST_0321,2023-03-05 21:06:25.352892,PROD_023,7,1571.04,937.74,C,10997.279999999999,6564.18,4433.0999999999985
TRX_05596,CUST_0980,2023-03-05 21:06:25.352892,PROD_018,1,1252.16,565.29,B,1252.16,565.29,686.8700000000001
TRX_04294,CUST_0228,2023-03-05 21:06:25.352892,PROD_018,5,1252.16,565.29,B,6260.8,2826.45,3434.3500000000004
TRX_03461,CUST_0887,2023-03-05 21:06:25.352892,PROD_026,1,1097.93,496.32,A,1097.93,496.32,601.6100000000001
TRX_05658,CUST_0901,2023-03-05 21:06:25.352892,PROD_029,1,1659.23,710.94,A,1659.23,710.94,948.29
TRX_00916,CUST_0067,2023-03-05 21:06:25.352892,PROD_000,1,3477.55,2692.13,C,3477.55,2692.13,785.4200000000001
TRX_08002,CUST_0834,2023-03-05 21:06:25.352892,PROD_001,4,4919.6,3065.48,B,19678.4,12261.92,7416.480000000001
TRX_07392,CUST_0564,2023-03-05 21:06:25.352892,PROD_000,4,3477.55,2692.13,C,13910.2,10768.52,3141.6800000000003
TRX_07615,CUST_0208,2023-03-05 21:06:25.352892,PROD_012,7,2238.69,1000.42,B,15670.83,7002.94,8667.89
TRX_01364,CUST_0275,2023-03-05 21:06:25.352892,PROD_025,3,1256.24,630.8,B,3768.7200000000003,1892.3999999999999,1876.3200000000004
TRX_08781,CUST_0404,2023-03-05 21:06:25.352892,PROD_018,1,1252.16,565.29,B,1252.16,565.29,686.8700000000001
TRX_04481,CUST_0434,2023-03-06 21:06:25.352892,PROD_004,7,2138.79,1151.56,A,14971.529999999999,8060.92,6910.609999999999
TRX_04489,CUST_0984,2023-03-06 21:06:25.352892,PROD_007,1,2892.56,2205.63,C,2892.56,2205.63,686.9299999999998
TRX_09055,CUST_0204,2023-03-06 21:06:25.352892,PROD_006,3,2005.7,1109.97,B,6017.1,3329.91,2687.1900000000005
TRX_03787,CUST_0844,2023-03-06 21:06:25.352892,PROD_006,4,2005.7,1109.97,B,8022.8,4439.88,3582.92
TRX_09299,CUST_0066,2023-03-06 21:06:25.352892,PROD_006,8,2005.7,1109.97,B,16045.6,8879.76,7165.84
TRX_08542,CUST_0385,2023-03-06 21:06:25.352892,PROD_025,1,1256.24,630.8,B,1256.24,630.8,625.44
TRX_05571,CUST_0719,2023-03-06 21:06:25.352892,PROD_002,5,2092.37,1191.71,B,10461.849999999999,5958.55,4503.299999999998
TRX_02637,CUST_0210,2023-03-06 21:06:25.352892,PROD_007,9,2892.56,2205.63,C,26033.04,19850.670000000002,6182.369999999999
TRX_09700,CUST_0348,2023-03-06 21:06:25.352892,PROD_007,1,2892.56,2205.63,C,2892.56,2205.63,686.9299999999998
TRX_06461,CUST_0865,2023-03-07 21:06:25.352892,PROD_014,5,1217.51,704.43,C,6087.55,3522.1499999999996,2565.4000000000005
TRX_08477,CUST_0022,2023-03-07 21:06:25.352892,PROD_044,9,863.71,478.65,B,7773.39,4307.849999999999,3465.540000000001
TRX_05357,CUST_0028,2023-03-07 21:06:25.352892,PROD_004,2,2138.79,1151.56,A,4277.58,2303.12,1974.46
TRX_01570,CUST_0262,2023-03-07 21:06:25.352892,PROD_003,3,3651.36,2409.85,C,10954.08,7229.549999999999,3724.5300000000007
TRX_06197,CUST_0733,2023-03-07 21:06:25.352892,PROD_006,3,2005.7,1109.97,B,6017.1,3329.91,2687.1900000000005
TRX_01002,CUST_0761,2023-03-07 21:06:25.352892,PROD_042,8,196.6,93.88,A,1572.8,751.04,821.76
TRX_06994,CUST_0931,2023-03-07 21:06:25.352892,PROD_000,8,3477.55,2692.13,C,27820.4,21537.04,6283.360000000001
TRX_00715,CUST_0569,2023-03-07 21:06:25.352892,PROD_019,1,2818.63,2168.59,A,2818.63,2168.59,650.04
TRX_06880,CUST_0169,2023-03-07 21:06:25.352892,PROD_007,1,2892.56,2205.63,C,2892.56,2205.63,686.9299999999998
TRX_07019,CUST_0298,2023-03-07 21:06:25.352892,PROD_011,2,1261.29,981.75,C,2522.58,1963.5,559.0799999999999
TRX_03066,CUST_0758,2023-03-07 21:06:25.352892,PROD_006,1,2005.7,1109.97,B,2005.7,1109.97,895.73
TRX_00537,CUST_0876,2023-03-07 21:06:25.352892,PROD_009,3,4047.44,2246.43,C,12142.32,6739.289999999999,5403.030000000001
TRX_07114,CUST_0397,2023-03-07 21:06:25.352892,PROD_012,6,2238.69,1000.42,B,13432.14,6002.5199999999995,7429.62
TRX_02227,CUST_0455,2023-03-07 21:06:25.352892,PROD_028,4,1203.13,842.54,B,4812.52,3370.16,1442.3600000000006
TRX_01477,CUST_0621,2023-03-07 21:06:25.352892,PROD_002,7,2092.37,1191.71,B,14646.59,8341.970000000001,6304.619999999999
TRX_01212,CUST_0873,2023-03-07 21:06:25.352892,PROD_041,9,719.54,404.47,C,6475.86,3640.2300000000005,2835.629999999999
TRX_07270,CUST_0468,2023-03-07 21:06:25.352892,PROD_003,2,3651.36,2409.85,C,7302.72,4819.7,2483.0200000000004
TRX_08700,CUST_0378,2023-03-07 21:06:25.352892,PROD_013,8,1832.29,982.91,C,14658.32,7863.28,6795.04
TRX_04705,CUST_0960,2023-03-08 21:06:25.352892,PROD_020,6,966.92,466.64,A,5801.5199999999995,2799.84,3001.6799999999994
TRX_01389,CUST_0136,2023-03-08 21:06:25.352892,PROD_001,1,4919.6,3065.48,B,4919.6,3065.48,1854.1200000000003
TRX_07658,CUST_0787,2023-03-08 21:06:25.352892,PROD_001,7,4919.6,3065.48,B,34437.200000000004,21458.36,12978.840000000004
TRX_00520,CUST_0186,2023-03-08 21:06:25.352892,PROD_025,6,1256.24,630.8,B,7537.4400000000005,3784.7999999999997,3752.640000000001
TRX_09886,CUST_0914,2023-03-08 21:06:25.352892,PROD_016,7,1150.83,720.2,C,8055.8099999999995,5041.400000000001,3014.409999999999
TRX_03079,CUST_0487,2023-03-08 21:06:25.352892,PROD_012,9,2238.69,1000.42,B,20148.21,9003.779999999999,11144.43
TRX_01573,CUST_0586,2023-03-08 21:06:25.352892,PROD_032,1,1885.99,785.76,A,1885.99,785.76,1100.23
TRX_00996,CUST_0617,2023-03-08 21:06:25.352892,PROD_006,1,2005.7,1109.97,B,2005.7,1109.97,895.73
TRX_00591,CUST_0156,2023-03-08 21:06:25.352892,PROD_027,5,779.45,481.39,C,3897.25,2406.95,1490.3000000000002
TRX_05363,CUST_0813,2023-03-08 21:06:25.352892,PROD_032,7,1885.99,785.76,A,13201.93,5500.32,7701.610000000001
TRX_00311,CUST_0776,2023-03-08 21:06:25.352892,PROD_014,7,1217.51,704.43,C,8522.57,4931.009999999999,3591.5600000000004
TRX_03153,CUST_0736,2023-03-08 21:06:25.352892,PROD_015,9,2334.71,1409.27,A,21012.39,12683.43,8328.96
TRX_07168,CUST_0061,2023-03-09 21:06:25.352892,PROD_021,7,773.23,433.97,B,5412.610000000001,3037.79,2374.8200000000006
TRX_09729,CUST_0972,2023-03-09 21:06:25.352892,PROD_006,7,2005.7,1109.97,B,14039.9,7769.79,6270.11
TRX_08919,CUST_0269,2023-03-09 21:06:25.352892,PROD_018,3,1252.16,565.29,B,3756.4800000000005,1695.87,2060.6100000000006
TRX_06957,CUST_0145,2023-03-09 21:06:25.352892,PROD_014,5,1217.51,704.43,C,6087.55,3522.1499999999996,2565.4000000000005
TRX_00851,CUST_0515,2023-03-09 21:06:25.352892,PROD_015,3,2334.71,1409.27,A,7004.13,4227.8099999999995,2776.3200000000006
TRX_07799,CUST_0015,2023-03-09 21:06:25.352892,PROD_024,4,1357.16,847.18,C,5428.64,3388.72,2039.9200000000005
TRX_02499,CUST_0902,2023-03-09 21:06:25.352892,PROD_009,6,4047.44,2246.43,C,24284.64,13478.579999999998,10806.060000000001
TRX_06396,CUST_0600,2023-03-09 21:06:25.352892,PROD_015,4,2334.71,1409.27,A,9338.84,5637.08,3701.76
TRX_07350,CUST_0569,2023-03-09 21:06:25.352892,PROD_019,7,2818.63,2168.59,A,19730.41,15180.130000000001,4550.279999999999
TRX_02396,CUST_0822,2023-03-09 21:06:25.352892,PROD_015,2,2334.71,1409.27,A,4669.42,2818.54,1850.88
TRX_01791,CUST_0602,2023-03-09 21:06:25.352892,PROD_008,3,3863.62,1945.45,C,11590.86,5836.35,5754.51
TRX_06166,CUST_0001,2023-03-10 21:06:25.352892,PROD_019,6,2818.63,2168.59,A,16911.78,13011.54,3900.239999999998
TRX_04676,CUST_0328,2023-03-10 21:06:25.352892,PROD_038,8,814.93,631.74,C,6519.44,5053.92,1465.5199999999995
TRX_01276,CUST_0141,2023-03-10 21:06:25.352892,PROD_028,5,1203.13,842.54,B,6015.650000000001,4212.7,1802.9500000000007
TRX_08518,CUST_0740,2023-03-10 21:06:25.352892,PROD_048,8,919.63,563.09,B,7357.04,4504.72,2852.3199999999997
TRX_09414,CUST_0024,2023-03-10 21:06:25.352892,PROD_047,2,626.95,364.93,C,1253.9,729.86,524.0400000000001
TRX_08112,CUST_0345,2023-03-10 21:06:25.352892,PROD_029,2,1659.23,710.94,A,3318.46,1421.88,1896.58
TRX_07895,CUST_0593,2023-03-10 21:06:25.352892,PROD_008,9,3863.62,1945.45,C,34772.58,17509.05,17263.530000000002
TRX_00329,CUST_0911,2023-03-10 21:06:25.352892,PROD_000,6,3477.55,2692.13,C,20865.300000000003,16152.78,4712.520000000002
TRX_00382,CUST_0529,2023-03-10 21:06:25.352892,PROD_046,6,795.76,507.2,C,4774.5599999999995,3043.2,1731.3599999999997
TRX_03389,CUST_0894,2023-03-10 21:06:25.352892,PROD_043,6,258.17,140.31,A,1549.02,841.86,707.16
TRX_05978,CUST_0108,2023-03-10 21:06:25.352892,PROD_016,4,1150.83,720.2,C,4603.32,2880.8,1722.5199999999995
TRX_06443,CUST_0932,2023-03-11 21:06:25.352892,PROD_015,4,2334.71,1409.27,A,9338.84,5637.08,3701.76
TRX_08793,CUST_0056,2023-03-11 21:06:25.352892,PROD_017,2,1983.19,1044.85,B,3966.38,2089.7,1876.6800000000003
TRX_01975,CUST_0864,2023-03-11 21:06:25.352892,PROD_003,6,3651.36,2409.85,C,21908.16,14459.099999999999,7449.060000000001
TRX_00966,CUST_0786,2023-03-11 21:06:25.352892,PROD_001,3,4919.6,3065.48,B,14758.800000000001,9196.44,5562.360000000001
TRX_02097,CUST_0504,2023-03-11 21:06:25.352892,PROD_004,2,2138.79,1151.56,A,4277.58,2303.12,1974.46
TRX_08088,CUST_0004,2023-03-11 21:06:25.352892,PROD_029,7,1659.23,710.94,A,11614.61,4976.58,6638.030000000001
TRX_09539,CUST_0216,2023-03-11 21:06:25.352892,PROD_020,6,966.92,466.64,A,5801.5199999999995,2799.84,3001.6799999999994
TRX_03487,CUST_0830,2023-03-11 21:06:25.352892,PROD_016,6,1150.83,720.2,C,6904.98,4321.200000000001,2583.779999999999
TRX_06330,CUST_0532,2023-03-11 21:06:25.352892,PROD_043,6,258.17,140.31,A,1549.02,841.86,707.16
TRX_03464,CUST_0087,2023-03-12 21:06:25.352892,PROD_031,3,1628.92,1272.57,B,4886.76,3817.71,1069.0500000000002
TRX_03390,CUST_0770,2023-03-12 21:06:25.352892,PROD_019,4,2818.63,2168.59,A,11274.52,8674.36,2600.16
TRX_08889,CUST_0237,2023-03-12 21:06:25.352892,PROD_020,1,966.92,466.64,A,966.92,466.64,500.28
TRX_09019,CUST_0251,2023-03-12 21:06:25.352892,PROD_007,6,2892.56,2205.63,C,17355.36,13233.78,4121.58
TRX_06728,CUST_0916,2023-03-12 21:06:25.352892,PROD_030,2,1761.03,988.12,A,3522.06,1976.24,1545.82
TRX_01813,CUST_0936,2023-03-12 21:06:25.352892,PROD_005,7,3619.52,2769.28,C,25336.64,19384.960000000003,5951.679999999997
TRX_03830,CUST_0773,2023-03-12 21:06:25.352892,PROD_005,3,3619.52,2769.28,C,10858.56,8307.84,2550.7199999999993
TRX_08816,CUST_0154,2023-03-12 21:06:25.352892,PROD_003,6,3651.36,2409.85,C,21908.16,14459.099999999999,7449.060000000001
TRX_05875,CUST_0820,2023-03-12 21:06:25.352892,PROD_019,1,2818.63,2168.59,A,2818.63,2168.59,650.04
